date,open,high,low,close,volume
2023-01-03,28500,29880,28320,29880,1732900
2023-01-04,29880,30610,29300,29600,2070300
2023-01-05,29740,29810,29200,29550,1175100
2023-01-06,29550,30790,29450,30210,3400900
2023-01-09,30610,30610,29630,29740,1326400
2023-01-10,30170,30240,29550,29960,924000
2023-01-11,30170,30610,29660,29920,1531300
2023-01-12,29990,30430,29740,30070,708200
2023-01-13,30170,30610,30170,30310,1630000
2023-01-16,30460,32430,30430,32430,4737900
2023-01-17,32640,32850,32350,32610,1499200
2023-01-18,32570,33030,32500,32710,1832900
2023-01-19,32710,33590,32610,33330,1656800
2023-01-27,33720,33790,32280,32310,1729800
2023-01-30,31910,32570,31910,32280,1210300
2023-01-31,32090,32710,31590,32710,1643500
2023-02-01,32890,33000,30900,31040,2510500
2023-02-02,31010,31630,30540,31290,2864500
2023-02-03,31550,31770,31290,31440,1377900
2023-02-06,31400,32640,31110,32640,1747200
2023-02-07,32640,32890,31700,31770,1568300
2023-02-08,31850,32810,31850,32280,1796700
2023-02-09,32280,32640,31910,31910,1184800
2023-02-10,32200,32310,31150,31150,1398000
2023-02-13,31150,32200,31150,32200,1589700
2023-02-14,32280,32280,31400,31480,1325100
2023-02-15,31290,32240,31290,31910,604600
2023-02-16,32430,32640,31910,32640,1068100
2023-02-17,32640,33220,32610,33220,1493700
2023-02-20,33220,34350,33220,34230,1508300
2023-02-21,34230,34310,33550,33550,996600
2023-02-22,33260,33370,32640,32640,994100
2023-02-23,32610,33030,31700,33030,1279900
2023-02-24,32680,33030,32200,32350,497900
2023-02-27,32280,32280,31630,32090,939200
2023-02-28,32090,32350,31950,31980,257600
2023-03-01,31910,33110,31770,33110,740900
2023-03-02,33110,33720,32930,33650,976200
2023-03-03,33650,33720,32810,33290,735400
2023-03-06,33290,34090,32850,33220,864900
2023-03-07,33000,34170,33000,34020,1634600
2023-03-08,33650,34810,33290,34810,1229700
2023-03-09,34810,34810,34120,34560,1170600
2023-03-10,34420,34420,34050,34200,862200
2023-03-13,33790,34020,33550,33550,933700
2023-03-14,33440,33620,32460,32680,1444500
2023-03-15,33370,34380,32960,33940,628400
2023-03-16,33400,34020,33400,33550,875700
2023-03-17,34090,34090,33370,33590,310700
2023-03-20,33370,33370,32640,32890,585800
2023-03-21,32930,33180,32500,32890,741600
2023-03-22,33180,33510,32960,33290,509200
2023-03-23,32850,33370,32850,33290,329500
2023-03-24,33290,33590,33000,33000,307000
2023-03-27,33030,33470,32640,33260,633500
2023-03-28,33720,33940,33550,33650,453900
2023-03-29,33370,33620,33030,33220,290100
2023-03-30,33550,33790,33510,33720,655700
2023-03-31,33510,34090,33400,33550,612300
2023-04-03,33830,33940,33220,33290,1200900
2023-04-04,33290,33470,33140,33330,842100
2023-04-05,33370,33590,32850,33290,1280200
2023-04-06,33000,33720,32850,33700,1487900
2023-04-07,33180,33370,33000,33110,601600
2023-04-10,33220,33220,32460,32460,1724700
2023-04-11,32240,32380,32020,32200,1161300
2023-04-12,32280,32500,32049,32200,775500
2023-04-13,32200,32640,32200,32570,729100
2023-04-14,32640,32640,32240,32530,562500
2023-04-17,32240,32710,32200,32680,693700
2023-04-18,32500,32640,32130,32380,611300
2023-04-19,32460,32460,32049,32240,414000
2023-04-20,32170,32350,32020,32240,168700
2023-04-21,32350,32350,32049,32130,292700
2023-04-24,32049,32049,31730,31730,435300
2023-04-25,31630,31850,31340,31340,496600
2023-04-26,31550,32130,31340,31880,367700
2023-04-27,31980,31980,31550,31770,139700
2023-04-28,31880,31980,31660,31700,319600
2023-05-04,31550,32049,31400,31440,317400
2023-05-05,31770,31810,31520,31730,261900
2023-05-08,31590,33000,31590,32530,1100400
2023-05-09,32430,32890,32430,32759,615800
2023-05-10,32850,32850,32280,32790,533200
2023-05-11,32640,32810,32500,32640,494100
2023-05-12,32640,32710,32310,32640,324300
2023-05-15,33370,33370,32570,32640,416500
2023-05-16,32710,32710,32460,32610,358300
2023-05-17,32640,32710,32570,32640,793500
2023-05-18,32570,32610,32280,32500,478000
2023-05-19,32350,32610,32130,32240,577700
2023-05-22,32200,32610,32200,32350,555400
2023-05-23,32570,32570,31810,31810,695300
2023-05-24,31910,31910,31550,31550,767100
2023-05-25,31550,31910,31520,31730,655400
2023-05-26,31980,31980,31480,31480,544800
2023-05-29,31880,31880,31480,31850,668100
2023-05-30,31910,31910,31630,31770,800800
2023-05-31,31770,31910,31590,31910,770800
2023-06-01,31910,31910,31660,31850,617900
2023-06-02,31910,32570,31910,32430,1202800
2023-06-05,32570,32890,32430,32430,959100
2023-06-06,32640,32640,32130,32500,846100
2023-06-07,32500,32570,32170,32170,967700
2023-06-08,32200,32280,31700,31700,1655400
2023-06-09,31770,31950,31260,31520,1289600
2023-06-12,31630,31660,31190,31660,1125600
2023-06-13,31700,32280,31660,32170,1328300
2023-06-14,32350,32430,31910,31910,1334800
2023-06-15,31850,32049,31700,31810,823400
2023-06-16,32130,32280,31660,31700,1441500
2023-06-19,31770,31810,31400,31400,796000
2023-06-20,31520,31550,31290,31550,812700
2023-06-21,31550,31910,31400,31480,812800
2023-06-22,31700,31950,31480,31880,1284000
2023-06-23,31850,32610,31700,32130,1911900
2023-06-26,32280,32530,31850,32130,1225100
2023-06-27,31980,32240,31910,32130,793800
2023-06-28,32130,32890,32020,32890,2337400
2023-06-29,32930,33290,32280,32280,1582000
2023-06-30,32280,32500,31440,31440,975000
2023-07-03,31850,32280,31700,32280,1085400
2023-07-04,32200,32310,31730,31910,1183300
2023-07-05,32049,32460,31950,32170,1294400
2023-07-06,32049,32380,31630,31880,1337000
2023-07-07,31700,32130,31700,32130,880100
2023-07-10,32200,34050,32049,34050,4620400
2023-07-11,34230,34380,33720,33760,2620200
2023-07-12,34050,34200,33470,33870,2332100
2023-07-13,34020,34450,33760,34020,1884600
2023-07-14,34020,34560,33400,33910,2606100
2023-07-17,33910,34170,33510,33510,2231500
2023-07-18,33510,33870,33510,33870,1667200
2023-07-19,34020,34020,33260,33550,2329500
2023-07-20,33510,33650,33260,33550,934600
2023-07-21,33550,33910,33440,33910,1422100
2023-07-24,34020,34530,33940,33940,1970000
2023-07-25,33910,34230,33870,34200,1621600
2023-07-26,34200,34850,34200,34350,2329100
2023-07-27,34310,34380,33830,33870,1369700
2023-07-28,33870,34310,33650,33870,1754600
2023-07-31,34090,34420,33870,34230,1873000
2023-08-01,34500,35910,34230,34960,3814100
2023-08-02,34960,35760,34920,35610,2355600
2023-08-03,35610,35650,35110,35210,2094400
2023-08-04,35180,35470,34960,35110,2196000
2023-08-07,35330,35860,35140,35440,2004700
2023-08-08,35470,35860,35210,35290,2104900
2023-08-09,35290,35400,34850,34960,1802300
2023-08-10,34960,35110,33720,33720,2612100
2023-08-11,33720,34020,33070,33870,2102400
2023-08-14,34090,34560,33830,34530,2117100
2023-08-15,34380,34530,33980,34090,1658000
2023-08-16,34050,34530,34020,34450,1353700
2023-08-17,34450,34600,34170,34170,1666000
2023-08-18,34170,34170,31980,32049,2845400
2023-08-21,32350,33980,32280,33070,1810000
2023-08-22,32570,33330,32280,33220,1287500
2023-08-23,33510,33510,32930,33140,1363100
2023-08-24,33140,33440,32890,33220,1360100
2023-08-25,33220,33220,32680,32790,1174700
2023-08-28,32890,33290,32850,32930,740300
2023-08-29,32930,33440,32890,33220,1359600
2023-08-30,33370,33790,33220,33510,1123800
2023-08-31,33620,34050,33590,34050,1668900
2023-09-05,34090,34600,34090,34450,1362300
2023-09-06,34600,34600,34200,34310,1178700
2023-09-07,34450,34920,34230,34350,1172700
2023-09-08,34450,34500,34050,34090,1600700
2023-09-11,34380,34380,33370,33720,967200
2023-09-12,33910,34090,33650,34090,991700
2023-09-13,34170,34350,33720,34090,1201100
2023-09-14,34090,34740,33910,33910,1873900
2023-09-15,34090,34380,33940,33940,1054000
2023-09-18,34090,34090,32850,33180,1446600
2023-09-19,33220,33470,32640,32790,1189600
2023-09-20,32790,33140,32710,33140,673300
2023-09-21,33140,33400,32710,32790,915200
2023-09-22,32500,33400,32049,33400,1822500
2023-09-25,33400,33400,32570,32710,1038300
2023-09-26,32850,32850,32049,32170,1121800
2023-09-27,32170,32430,32090,32200,1079800
2023-09-28,32170,32430,32090,32170,695600
2023-09-29,32200,32460,32049,32170,542600
2023-10-02,32170,32380,31770,31880,688100
2023-10-03,31660,31730,30130,30130,1336300
2023-10-04,29740,31150,29740,30830,892900
2023-10-05,30830,31070,30130,30170,526100
2023-10-06,30170,30830,29880,30610,555200
