date,open,high,low,close,volume
2022-01-04,141460,141460,139800,140630,998000
2022-01-05,141460,141460,133190,133190,1261000
2022-01-06,133190,133190,127230,127230,1650400
2022-01-07,128970,131950,127390,127390,1307500
2022-01-10,128970,128970,126570,127390,348800
2022-01-11,126570,127390,119870,119870,1345000
2022-01-12,120360,122270,119700,119870,1058300
2022-01-13,119950,121440,117140,119790,974500
2022-01-14,117550,119950,117550,119790,490800
2022-01-17,119950,120610,113250,117470,829900
2022-01-18,115820,125660,115400,117550,872600
2022-01-19,116810,125330,116810,122020,1268700
2022-01-20,124090,124910,122430,123420,874800
2022-01-21,126070,126070,123420,124910,869400
2022-01-24,122680,124260,118300,118300,952700
2022-01-25,119120,126570,116720,126570,1050100
2022-01-26,127730,127730,121610,121610,969400
2022-01-27,121190,121190,117470,117470,727700
2022-01-28,118380,121770,118300,118300,356900
2022-02-07,119950,122850,118300,122350,611900
2022-02-08,121110,122180,119950,120360,502000
2022-02-09,121190,122850,119950,121280,585500
2022-02-10,122430,123760,121530,123760,1433500
2022-02-11,124090,125330,122520,123920,487500
2022-02-14,122850,125410,122520,125410,925700
2022-02-15,125580,132770,124090,132770,1575800
2022-02-16,132360,132360,130289,130789,823200
2022-02-17,130710,134840,130460,134840,1673100
2022-02-18,132360,136500,131360,135090,1183000
2022-02-21,135180,135180,132450,132600,957200
2022-02-22,129300,132200,129300,130289,559100
2022-02-23,130210,131950,129470,130039,459600
2022-02-24,129470,134840,128720,131950,989000
2022-02-25,133190,133190,130710,130710,572500
2022-02-28,130710,132280,129050,129050,426900
2022-03-01,129870,130289,128630,129470,360000
2022-03-02,128229,130710,128229,129870,822900
2022-03-03,131280,134010,129630,131610,752900
2022-03-04,131950,134680,130710,133440,1197900
2022-03-07,132110,134340,130710,130870,938500
2022-03-08,130710,132450,130289,131360,634300
2022-03-09,131120,132280,127810,128630,875100
2022-03-10,128800,130960,124090,124090,1245100
2022-03-11,123260,125330,117880,117880,1565500
2022-03-14,117630,117630,110930,112590,1649600
2022-03-15,112100,116720,112100,116720,1020500
2022-03-16,118050,118050,115820,116220,503900
2022-03-17,116640,117710,114160,114160,766800
2022-03-18,114980,118050,113090,113090,2545700
2022-03-21,114900,120120,114820,119950,890400
2022-03-22,120360,124910,118300,122850,969400
2022-03-23,121440,127230,120040,121610,1396000
2022-03-24,122770,124090,121280,121280,760300
2022-03-25,121610,122270,119700,121110,545600
2022-03-28,119950,120690,118300,120440,630000
2022-03-29,120780,121930,118710,119120,571700
2022-03-30,118380,120360,117550,119120,675400
2022-03-31,119040,119370,117390,117630,589200
2022-04-01,119120,122930,117880,121190,808700
2022-04-04,123260,128229,122850,124090,1685400
2022-04-05,125580,127230,124090,125410,739300
2022-04-06,125660,128229,124170,127230,1374300
