date,open,high,low,close,volume
2025-10-13,59410,61230,59030,61130,6305000
2025-10-14,61510,61510,60460,60650,5359800
2025-10-15,60940,61510,60750,60750,4645400
2025-10-16,60800,61200,60200,61200,5158400
2025-10-17,61000,61200,58800,58800,6041500
2025-10-20,58900,59400,55000,55000,8737700
2025-10-21,56100,58000,56100,56500,7068100
2025-10-22,57100,57300,55700,56300,3846700
2025-10-23,56500,57100,56300,56600,2327300
2025-10-24,56900,58100,56100,58100,3959900
2025-10-27,58400,58400,57000,57000,2998800
2025-10-28,57200,57400,56800,57400,2079100
2025-10-29,57500,57900,57100,57500,1973000
2025-10-30,57800,57900,57000,57100,1905200
2025-10-31,57400,57700,57100,57600,2641500
2025-11-03,57700,58300,57300,57300,2642700
2025-11-04,57600,57900,56300,57300,4175200
2025-11-05,57300,58500,57100,58000,3831600
2025-11-06,58000,58500,57600,58000,2241200
2025-11-07,57600,58400,57500,57600,3251100
2025-11-10,57700,57900,57000,57000,2675800
