date,open,high,low,close,volume
2021-01-04,96433,96877,94655,95989,991100
2021-01-05,95278,97677,95278,97500,1192200
2021-01-06,97766,98211,96789,97944,1283000
2021-01-07,98122,98655,96877,97855,862300
2021-01-08,97855,100166,97855,99366,1348700
2021-01-11,100255,101855,100255,101144,1536700
2021-01-12,103099,103099,101055,101677,981100
2021-01-13,101677,101855,98744,98744,1237900
2021-01-14,99099,99810,97766,98122,1439100
2021-01-15,99010,99722,97588,98833,1238000
2021-01-18,99544,99633,97855,98033,826900
2021-01-19,98033,98033,91189,91278,1367600
2021-01-20,91545,93322,91100,91811,1875500
2021-01-21,93322,93500,91545,93411,1564600
2021-01-22,93411,94655,93322,93322,1094200
2021-01-25,93322,94033,92522,93144,827300
2021-01-26,93144,93322,88523,90211,1028600
2021-01-27,90211,91545,88434,88878,1488900
2021-01-28,83812,85323,82657,82657,1742900
2021-01-29,82212,88434,82212,88345,1692900
2021-02-01,88345,91545,87812,87990,1340000
2021-02-02,87990,94122,87990,94122,1771200
2021-02-03,93322,95989,93322,95544,1698900
2021-02-04,95455,95544,90656,93322,1022400
2021-02-05,93322,95544,93322,95544,922900
2021-02-08,95811,95811,89767,89767,3422500
2021-02-09,92433,94655,90211,94389,1758000
2021-02-17,94478,95989,94389,95989,1253600
2021-02-18,95544,97766,94300,97766,1434400
2021-02-19,95633,97322,95100,96877,1433200
2021-02-22,97055,98388,94211,97500,1481000
2021-02-23,96166,99277,95544,97766,1393900
2021-02-24,99010,99010,94211,96166,950100
2021-02-25,97322,97677,94300,96789,1013500
2021-02-26,94389,97677,94389,96877,926800
2021-03-01,97677,97677,95722,96433,777700
2021-03-02,96433,96966,94389,96166,926300
2021-03-03,94744,96166,94655,95011,1075300
2021-03-04,95633,95900,94744,95011,1671400
2021-03-05,95011,95544,94033,94478,1294800
2021-03-08,94655,95100,93322,94211,1390100
2021-03-09,93322,94478,88878,92700,1587600
2021-03-10,92878,94211,90745,94211,576300
2021-03-11,94211,95989,93856,94122,1108700
2021-03-12,94122,94655,93322,94122,1122300
2021-03-15,94122,94389,93678,94211,2632400
2021-03-16,94211,94211,93233,93678,1360600
2021-03-17,92611,93589,92433,93056,1260400
2021-03-18,93767,94744,93500,94744,1473900
2021-03-19,93856,96344,93856,96344,1625700
2021-03-22,96344,96344,92878,95366,973900
2021-03-23,94211,95100,93411,94655,1034700
2021-03-24,93767,95989,92256,95900,1104100
2021-03-25,95366,99899,95189,98122,4322000
2021-03-26,97766,100877,97766,99899,2927800
2021-03-29,99988,100877,99810,100255,3140900
2021-03-30,100255,105410,99544,103988,5179600
2021-03-31,104432,106210,103988,104788,2823600
2021-04-01,105321,110565,103988,109320,2230900
2021-04-02,110120,110120,107987,109320,2255500
2021-04-05,111987,112165,109498,110476,2249000
2021-04-06,110476,115098,110209,112876,1979400
2021-04-07,112876,113764,111720,113498,1698500
2021-04-08,114120,114120,110209,111454,1509200
2021-04-09,110920,111454,109409,111009,1755500
2021-04-12,111009,118031,109676,117320,3481900
2021-04-13,123541,125496,120875,125052,5053200
2021-04-14,124430,126030,122741,124430,4102600
2021-04-15,124341,128874,124341,125230,3419000
2021-04-16,125230,128074,124430,127096,2988000
2021-04-19,126296,128163,125407,127985,2820300
2021-04-20,127985,129674,127096,127185,3108200
2021-04-22,126207,127007,122208,123363,3319500
2021-04-23,123363,123985,118208,122919,4410000
2021-04-26,123541,123985,116431,116875,2434500
2021-04-27,116875,118208,116875,117408,1631700
2021-04-28,117408,118386,115364,116875,1613300
2021-04-29,116875,118208,116164,116431,2181100
2021-05-04,116075,119897,112787,118742,1732600
2021-05-05,118742,120697,118742,118830,1268600
2021-05-06,118830,119097,116431,117764,1064200
2021-05-07,117320,117320,114209,117320,1769100
2021-05-10,117320,117764,114742,117764,1099300
2021-05-11,117764,118564,115986,116431,1164200
2021-05-12,115542,117320,113764,115364,1390400
2021-05-13,113764,115542,112431,112431,1723500
2021-05-14,112431,112876,109498,111365,2609800
2021-05-17,111987,115542,110209,110209,2417900
2021-05-18,110209,111987,107543,107543,2452700
2021-05-19,106654,107543,104965,106743,2178400
2021-05-20,106743,109498,106654,109232,2084900
2021-05-21,109320,109320,107098,108876,1622400
2021-05-24,108876,109854,107543,108521,1985800
2021-05-25,108787,108787,107721,108698,1514900
2021-05-26,108432,108609,107098,108165,1677500
2021-05-27,107454,107543,105765,106921,2081300
2021-05-28,106743,109320,105765,106476,1847400
2021-05-31,106476,106654,103099,104432,1846800
2021-06-01,103277,107543,103099,106654,2155400
2021-06-02,106832,108343,103988,104432,3130600
2021-06-03,104876,105588,103988,105321,2488900
2021-06-04,105321,107543,105321,107543,3689200
2021-06-07,109143,112431,108432,109320,3681800
2021-06-08,111009,111720,105765,106476,2699600
2021-06-09,106654,107543,103988,105588,1813300
2021-06-10,105321,105943,103543,103543,2929000
2021-06-11,103988,104876,103366,104876,1729000
2021-06-14,105054,107098,104965,106654,1933100
2021-06-15,106654,108432,106210,108165,1348000
2021-06-16,108165,108165,105765,105854,1180600
2021-06-17,104876,105676,103988,103988,2848500
2021-06-18,104876,105143,103988,104343,1788400
2021-06-21,104432,105676,104254,104343,1497200
2021-06-22,104876,105499,104077,104432,2161600
2021-06-23,104876,104965,103543,103899,1281200
2021-06-24,104788,105054,103810,104432,1374300
2021-06-25,104165,104876,103721,104432,1763300
2021-06-28,104432,104521,103721,103721,1711000
2021-06-29,103899,106032,103899,104876,2339900
2021-06-30,104876,107987,104876,105765,2685900
2021-07-01,106387,106565,105321,105410,2194700
2021-07-02,104965,105676,104432,104432,1789100
2021-07-05,104432,104432,102121,102210,2765200
2021-07-06,102210,103099,99544,99544,2639000
2021-07-07,99544,101321,97766,101321,2507000
2021-07-08,100433,100433,98211,98655,1480900
2021-07-09,98477,98655,95544,96522,1787900
2021-07-12,96433,97766,90389,92433,2863900
2021-07-13,92522,93411,87990,91545,2355200
2021-07-14,91560,94580,90670,91560,2585100
2021-07-15,91560,92180,89960,90670,2584200
2021-07-16,90760,94310,90760,94040,2158200
2021-07-19,91640,93330,89330,91470,1851300
2021-07-20,91200,91820,88890,91560,2130300
2021-07-21,91640,94670,90670,92440,2765100
2021-07-22,92440,94930,92180,94400,2237300
2021-07-23,94400,96710,92440,92440,3037100
2021-07-26,93160,93690,91640,92620,1940000
2021-07-27,93330,94040,92710,92710,1442800
2021-07-28,92710,93780,92440,93510,1192400
2021-07-29,93780,93870,92890,93420,1076500
2021-07-30,95110,95380,94220,95290,2339200
2021-08-02,95560,97420,95020,95560,1676900
2021-08-03,97240,102220,96890,101780,7293100
2021-08-04,102670,103470,101330,101330,2882400
2021-08-05,101070,102220,100360,101330,2049200
2021-08-06,102220,103020,100710,100710,3021900
2021-08-09,100620,101070,99200,100530,3219800
2021-08-10,102220,102220,100440,100440,2830600
2021-08-11,100440,101330,98670,98670,2382000
2021-08-12,98670,100360,98220,98760,1833400
2021-08-13,99110,99730,98220,98580,2119300
2021-08-16,99560,100180,98310,98310,3085800
2021-08-17,100000,103400,98900,98900,4887500
2021-08-18,99000,100200,97900,97900,2297700
2021-08-19,97900,104000,96700,104000,3521100
2021-08-20,100000,102000,97200,97700,4953900
2021-08-23,97500,97700,95800,96200,2161000
2021-08-24,96400,97000,95100,95400,1417400
2021-08-25,95400,95400,93000,94600,2057000
2021-08-26,94600,94600,93000,93100,1766200
2021-08-27,93000,95000,91500,94800,2485900
2021-08-30,95000,95300,94100,94100,1414900
2021-08-31,94100,95100,93800,94100,1529600
2021-09-01,94100,95000,94100,94100,1303100
2021-09-06,94400,95800,94200,95000,1926300
2021-09-07,95500,95500,93900,93900,2280200
2021-09-08,94000,94300,92000,92000,2505700
2021-09-09,92200,92400,91300,91300,2696600
2021-09-10,91800,92000,91300,91300,1614600
2021-09-13,91800,93400,91600,92000,1828100
2021-09-14,92300,92900,91900,92000,1419300
2021-09-15,92000,92400,91300,91400,1037000
2021-09-16,91400,91400,87800,87800,15130200
2021-09-17,88000,89200,86800,86800,5567900
2021-09-20,87000,88900,86000,86700,4014800
2021-09-21,85500,86400,85000,85600,4524800
2021-09-22,85600,86900,85400,86100,2845500
2021-09-23,86500,87400,86400,87100,2664100
2021-09-24,87100,87500,86300,87000,3207900
2021-09-27,87000,87500,83200,86100,3000800
2021-09-28,85300,87000,85200,86500,2387300
2021-09-29,86700,86900,86000,86700,1911200
2021-09-30,86500,89400,86500,88000,3404700
2021-10-01,88000,88400,87200,87700,1734200
2021-10-04,87600,88000,87100,87800,1565200
2021-10-05,87800,88800,87100,88600,2370600
2021-10-06,88800,89000,88100,88600,1736800
2021-10-07,88300,89500,88300,88800,2290900
2021-10-08,89000,89500,88800,89300,1298500
2021-10-11,89400,92000,89400,91900,2694300
2021-10-12,92000,93000,92000,92900,2438700
2021-10-13,93000,93800,92800,93100,2581200
2021-10-14,93200,93200,91500,92500,2677900
2021-10-15,92500,93000,92000,92600,1553700
2021-10-18,92300,92900,91100,92600,2039400
2021-10-19,92600,92700,91500,92400,1686700
2021-10-20,92300,92500,89900,92300,3128600
2021-10-21,91700,92600,91000,91000,2847400
2021-10-22,91000,91800,90800,91800,1428000
2021-10-25,91900,92500,91200,92100,1341200
2021-10-26,91800,92200,90900,92200,1335900
2021-10-27,92000,95000,91600,95000,3908900
2021-10-28,95000,95400,93600,95000,2086100
2021-10-29,94200,96500,94200,95800,2268000
