date,open,high,low,close,volume
2022-01-04,30580,31030,30360,30850,12031300
2022-01-05,31070,31250,30800,30850,10443800
2022-01-06,30620,30670,30050,30190,11753800
2022-01-07,30190,30580,29380,29470,12412400
2022-01-10,29560,29870,29340,29560,7180300
2022-01-11,29740,29920,29070,29290,7061400
2022-01-12,29290,30360,28630,30310,12781800
2022-01-13,30540,32140,30310,31210,35122100
2022-01-14,31070,31780,30710,31480,9258500
2022-01-17,31600,32630,30450,31070,27495800
2022-01-18,30800,31640,30360,30670,15069400
2022-01-19,30980,31210,29960,30010,9741800
2022-01-20,29740,31480,29380,31160,13774600
2022-01-21,31160,32400,30890,31550,15424600
2022-01-24,31510,32360,31390,31640,17475400
2022-01-25,31600,32840,31600,32840,18851200
2022-01-26,33290,33920,32890,33420,21981300
2022-01-27,32980,33420,32580,32750,11740400
2022-01-28,32670,33200,32580,32750,8727700
2022-02-07,33200,33200,32229,32229,14883200
2022-02-08,32140,32840,32000,32400,9097100
2022-02-09,32400,32930,32270,32270,9201900
2022-02-10,32320,32750,32049,32630,8989600
2022-02-11,32710,33110,32670,32670,10407100
2022-02-14,32270,32400,30710,30710,15118300
2022-02-15,30890,31250,30620,31030,13310400
2022-02-16,31340,31430,30670,30760,7858400
2022-02-17,30850,31210,30760,30980,5945600
2022-02-18,30760,31030,30670,30710,8303800
2022-02-21,30710,30940,30010,30540,12018600
2022-02-22,30190,30800,29960,30710,9003800
2022-02-23,30980,31210,30800,30940,6729000
2022-02-24,30710,30800,29380,30050,16477000
2022-02-25,30270,30450,29920,30050,10212900
2022-02-28,30050,30050,29430,29430,12721000
2022-03-01,29560,29830,29430,29560,7737300
2022-03-02,29470,29520,28320,28410,20423400
2022-03-03,28500,28940,28450,28940,6542200
2022-03-04,28990,29250,28770,29070,5933800
2022-03-07,28500,28850,28500,28540,9834300
2022-03-08,28410,28810,28360,28450,7175000
2022-03-09,28500,28720,28140,28410,5732700
2022-03-10,28850,29020,28500,28500,3810500
2022-03-11,28500,28770,28450,28630,3733000
2022-03-14,28680,28770,28230,28320,4982400
2022-03-15,28360,28630,28270,28360,3683000
2022-03-16,28630,28720,28410,28410,4339000
2022-03-17,28680,29250,28590,29020,8350900
2022-03-18,29200,29470,29110,29110,4224200
2022-03-21,29110,29250,28900,29160,3447300
2022-03-22,29110,29520,29110,29290,6091300
2022-03-23,29290,29700,29160,29160,4020700
2022-03-24,29110,29200,28900,28900,4490100
2022-03-25,28850,29020,28500,28590,5554900
2022-03-28,28590,28900,28230,28230,6380700
2022-03-29,28410,28500,28320,28410,2953200
2022-03-30,28320,28900,28270,28450,5038200
2022-03-31,28500,28940,28500,28810,4793800
2022-04-01,28850,29430,28810,29340,8660000
2022-04-04,29650,29650,29160,29160,6673500
2022-04-05,28850,29110,28720,28720,6075100
2022-04-06,28500,28990,28500,28940,5774800
2022-04-07,29020,29290,28720,28900,6080300
2022-04-08,28850,28900,28450,28450,5331500
2022-04-12,28540,28590,27520,27520,5690000
2022-04-13,27700,28090,27700,27960,4187400
2022-04-14,27960,28320,27660,27700,2929200
2022-04-15,27920,27920,27430,27520,5073900
2022-04-18,27430,27430,25920,25920,8403800
2022-04-19,26190,26540,25520,25520,4637100
2022-04-20,25520,26010,25340,25470,4259300
2022-04-21,25380,26190,25220,25740,5307000
2022-04-22,26150,26280,25650,26100,3572000
2022-04-25,26060,26060,24280,24280,6285600
2022-04-26,23970,24630,22640,24540,5977600
2022-04-27,24500,25130,24460,25130,3380800
2022-04-28,25130,25260,24810,25040,2072300
2022-04-29,24720,25170,24630,24630,5947200
2022-05-04,24630,24860,23880,23970,4604700
2022-05-05,24320,24770,23970,24770,4604600
2022-05-06,24230,24770,23970,23970,2335600
2022-05-09,23700,23790,22330,22330,5432800
2022-05-10,21310,22460,21310,22370,6494400
2022-05-11,22510,23880,22370,23700,5667100
2022-05-12,23120,23610,22060,22190,6370800
2022-05-13,22190,22330,20860,21220,8034400
2022-05-16,22190,22510,21750,21790,5223400
2022-05-17,21660,23300,21660,23300,5909200
2022-05-18,23570,24190,23350,23610,6426500
2022-05-19,23080,23440,22900,23170,4270100
2022-05-20,23170,23480,22940,22990,5051800
2022-05-23,23030,23260,22190,22190,4208800
2022-05-24,22190,23080,22190,23080,4449100
2022-05-25,23080,23970,23080,23880,4502000
2022-05-26,24190,24190,23570,23700,3780600
2022-05-27,23970,24190,23700,23970,3929200
2022-05-30,24020,24320,23970,24230,2818400
2022-05-31,24020,24810,23970,24770,6057500
2022-06-01,24460,24860,24410,24630,4137200
2022-06-02,24630,24860,24230,24630,4391900
2022-06-03,24320,24500,23840,24320,2219500
2022-06-06,24320,24630,24140,24140,3756100
2022-06-07,24140,24320,23530,24320,2889500
2022-06-08,24320,24950,24230,24590,5333400
2022-06-09,24770,24770,24410,24590,2574700
2022-06-10,24410,24500,24060,24060,3096400
2022-06-13,23530,23610,22420,22420,6906600
2022-06-14,22190,22850,21920,22420,2866700
2022-06-15,22190,22550,21350,21750,3205400
2022-06-16,22010,22370,21750,21920,2216700
2022-06-17,21310,21440,20460,20910,3151800
2022-06-20,20770,21170,20070,20070,4733900
2022-06-21,19980,20910,19980,20460,4588400
2022-06-22,20730,21310,20730,20950,2772500
2022-06-23,20860,22420,20860,22420,4669100
2022-06-24,22420,22640,21920,21970,2945000
2022-06-27,21970,22770,21920,22730,3897800
2022-06-28,22640,24280,22150,23700,8843000
2022-06-29,23570,23970,23570,23840,3769100
2022-06-30,23790,23930,23170,23210,2996800
2022-07-01,23260,23970,22690,23930,3534400
2022-07-04,24100,24100,23610,23610,4009200
2022-07-05,23570,24410,23570,23970,4934900
2022-07-06,23300,23880,22900,22940,4211400
2022-07-07,22990,23790,22900,23350,3333500
2022-07-08,23530,23660,22850,22990,2655300
2022-07-11,22940,22940,22600,22640,2432300
2022-07-12,22640,23080,22550,22820,3615500
2022-07-13,22850,23930,22850,23570,3868900
2022-07-14,23530,24140,23350,23970,5262300
2022-07-15,24140,24410,23970,23970,7024300
2022-07-18,24060,24140,23880,23880,3476500
2022-07-19,23750,23880,23350,23570,2702900
2022-07-20,23930,24280,23610,24020,4316400
2022-07-21,24020,24410,24020,24410,4824700
2022-07-22,24500,24540,23880,23880,3253000
2022-07-25,23750,24060,23610,23610,2220100
2022-07-26,23840,23880,23530,23570,2166000
2022-07-27,23440,23970,23300,23970,1598200
2022-07-28,24140,25040,23970,24500,9197200
2022-07-29,24630,24860,24140,24140,5464700
2022-08-01,24460,25470,24460,25470,8637900
2022-08-02,25380,25700,25170,25520,3545900
2022-08-03,25220,25970,25130,25830,6140900
2022-08-04,25920,26010,25520,25610,5240900
2022-08-05,25650,25830,25470,25740,2954300
2022-08-08,25790,25970,25610,25740,3121700
2022-08-09,25790,25830,25430,25560,3507800
2022-08-10,25380,25610,25170,25260,3664500
2022-08-11,25520,25740,25220,25310,4325400
2022-08-12,25340,25470,25220,25430,1821500
2022-08-15,25610,26150,25560,26150,6225200
2022-08-16,26150,26190,25830,25920,3835600
2022-08-17,26010,26150,25830,25830,3662100
2022-08-18,25830,25880,25520,25520,3643900
2022-08-19,25430,25790,25040,25080,4899700
