date,value,return
2024-01-01,99633966.4,-0.3660335999999931
2024-01-02,100507566.4,0.5075664000000035
2024-01-03,101446266.4,1.446266400000007
2024-01-04,102098566.4,2.0985664000000126
2024-01-05,102038566.4,2.038566399999997
2024-01-08,102124566.4,2.1245664000000053
2024-01-09,101789566.4,1.7895664000000089
2024-01-10,101896566.4,1.8965663999999993
2024-01-11,102846266.4,2.846266400000008
2024-01-12,101690566.4,1.6905664000000042
2024-01-15,101800566.4,1.8005664000000143
2024-01-16,102105566.4,2.105566400000014
2024-01-17,101815566.4,1.8155664000000016
2024-01-18,101937966.4,1.937966400000013
2024-01-19,103201566.4,3.2015664
2024-01-22,103003566.4,3.003566400000013
2024-01-23,102581566.4,2.5815664000000016
2024-01-24,102127566.4,2.1275664000000027
2024-01-25,101893966.4,1.8939664000000134
2024-01-26,101979966.4,1.9799663999999995
2024-01-29,102298566.4,2.2985664000000128
2024-01-30,102381566.4,2.3815664000000014
2024-01-31,101313566.4,1.3135663999999991
2024-02-01,101730566.4,1.7305663999999998
2024-02-02,101636566.4,1.6365664000000057
2024-02-05,101617566.4,1.6175664000000145
2024-02-06,101802566.4,1.8025664000000052
2024-02-07,101928566.4,1.9285664000000091
2024-02-08,101928566.4,1.9285664000000091
2024-02-09,101928566.4,1.9285664000000091
2024-02-12,101928566.4,1.9285664000000091
2024-02-13,101928566.4,1.9285664000000091
2024-02-14,101928566.4,1.9285664000000091
2024-02-15,102298566.4,2.2985664000000128
2024-02-16,103272566.4,3.2725663999999988
2024-02-19,105961566.4,5.961566400000007
2024-02-20,105644566.4,5.644566399999995
2024-02-21,104967566.4,4.967566400000001
2024-02-22,104738566.4,4.7385664000000105
2024-02-23,103224566.4,3.224566399999995
2024-02-26,103438266.4,3.4382664000000007
2024-02-27,104975566.4,4.975566400000009
2024-02-28,106773566.4,6.773566399999997
2024-02-29,106095566.4,6.0955663999999965
2024-03-01,106217566.4,6.217566399999996
2024-03-04,106336566.4,6.336566399999999
2024-03-05,106813566.4,6.813566400000015
2024-03-06,107054566.4,7.054566399999995
2024-03-07,107833566.4,7.833566400000014
2024-03-08,106285566.4,6.285566399999998
2024-03-11,105086566.4,5.086566400000003
2024-03-12,105147566.4,5.147566400000003
2024-03-13,106544566.4,6.544566400000007
2024-03-14,106919566.4,6.919566399999999
2024-03-15,106754566.4,6.754566400000006
2024-03-18,104882566.4,4.882566399999999
2024-03-19,105073566.4,5.073566400000007
2024-03-20,105853566.4,5.85356640000001
2024-03-21,106918566.4,6.918566400000015
2024-03-22,106788566.4,6.788566400000007
2024-03-25,105985566.4,5.985566400000009
2024-03-26,106703566.4,6.703566400000005
2024-03-27,106505566.4,6.505566399999996
2024-03-28,106238566.4,6.238566400000001
2024-03-29,105799566.4,5.799566400000011
2024-04-01,105324082.4,5.324082399999996
2024-04-02,105928082.4,5.928082400000001
2024-04-03,105026082.4,5.026082399999998
2024-04-04,105142082.4,5.142082400000003
2024-04-05,104712082.4,4.712082400000006
2024-04-08,104224082.4,4.224082400000007
2024-04-09,104587082.4,4.587082400000009
2024-04-10,104869082.4,4.869082400000013
2024-04-11,104814082.4,4.814082400000008
2024-04-12,105316082.4,5.316082400000011
2024-04-15,102485082.4,2.485082400000005
2024-04-16,101731082.4,1.731082400000017
2024-04-17,101004082.4,1.004082400000006
2024-04-18,101004082.4,1.004082400000006
2024-04-19,99591082.4,-0.40891759999999167
2024-04-22,99991082.4,-0.00891759999999131
2024-04-23,98653082.4,-1.3469175999999972
2024-04-24,100332082.4,0.3320824
2024-04-25,100486082.4,0.4860824000000097
2024-04-26,100427082.4,0.42708240000000064
