date,value,return,cash,holdings_value,regime
2023-03-10,96219192.52000001,-3.780807479999989,117692.520000007,96101500,choppy
2023-03-13,97266972.52000001,-2.7330274799999894,117692.520000007,97149280,choppy
2023-03-14,97080582.52000001,-2.9194174799999892,117692.520000007,96962890,choppy
2023-03-15,98378862.52000001,-1.6211374799999894,117692.520000007,98261170,choppy
2023-03-16,96983352.52000001,-3.016647479999989,117692.520000007,96865660,choppy
2023-03-17,96428792.52000001,-3.5712074799999898,117692.520000007,96311100,choppy
2023-03-20,94891642.52000001,-5.108357479999989,117692.520000007,94773950,choppy
2023-03-21,95899032.52000001,-4.10096747999999,117692.520000007,95781340,choppy
2023-03-22,96230962.52000001,-3.769037479999989,117692.520000007,96113270,choppy
2023-03-23,96640932.52000001,-3.3590674799999896,117692.520000007,96523240,choppy
2023-03-24,97319762.52000001,-2.6802374799999895,117692.520000007,97202070,choppy
2023-03-27,97023872.52000001,-2.9761274799999895,117692.520000007,96906180,choppy
2023-03-28,97494362.52000001,-2.505637479999989,117692.520000007,97376670,choppy
2023-03-29,96905822.52000001,-3.0941774799999893,117692.520000007,96788130,choppy
2023-03-30,98010142.52000001,-1.989857479999989,117692.520000007,97892450,choppy
2023-03-31,98604682.52000001,-1.3953174799999892,117692.520000007,98486990,choppy
2023-04-03,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-04,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-05,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-06,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-07,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-10,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-11,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-12,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-13,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-14,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-17,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-18,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-19,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-20,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-21,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-24,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-25,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-26,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-27,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-04-28,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-04,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-05,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-08,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-09,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-10,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-11,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-12,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-15,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-16,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-17,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-18,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-19,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-22,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-23,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-24,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-25,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-26,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-29,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-30,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-05-31,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-01,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-02,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-05,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-06,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-07,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-08,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-09,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-12,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-13,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-14,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-15,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-16,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-19,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-20,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-21,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-22,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-23,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-26,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-27,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-28,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-29,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-06-30,99779245.32000001,-0.22075467999999226,99779245.32000001,0,bear
2023-07-03,99382334.24000001,-0.6176657599999904,154564.2400000058,99227770,choppy
2023-07-04,99649894.24000001,-0.35010575999999044,154564.2400000058,99495330,choppy
2023-07-05,99733294.24000001,-0.26670575999999047,154564.2400000058,99578730,choppy
2023-07-06,98881774.24000001,-1.1182257599999905,154564.2400000058,98727210,choppy
2023-07-07,98020543.24000001,-1.9794567599999904,154564.2400000058,97865979,choppy
2023-07-10,99373374.24000001,-0.6266257599999905,154564.2400000058,99218810,choppy
2023-07-11,99688774.24000001,-0.31122575999999047,154564.2400000058,99534210,choppy
2023-07-12,99932503.24000001,-0.06749675999999047,154564.2400000058,99777939,choppy
2023-07-13,101242064.24000001,1.2420642400000095,154564.2400000058,101087500,choppy
2023-07-14,101167694.24000001,1.1676942400000094,154564.2400000058,101013130,choppy
2023-07-17,101456544.24000001,1.4565442400000095,154564.2400000058,101301980,choppy
2023-07-18,101762074.24000001,1.7620742400000093,154564.2400000058,101607510,choppy
2023-07-19,101273254.24000001,1.2732542400000095,154564.2400000058,101118690,choppy
2023-07-20,100680924.24000001,0.6809242400000095,154564.2400000058,100526360,choppy
2023-07-21,101813274.24000001,1.8132742400000095,154564.2400000058,101658710,choppy
2023-07-24,102437834.24000001,2.4378342400000097,154564.2400000058,102283270,choppy
2023-07-25,103053614.24000001,3.0536142400000093,154564.2400000058,102899050,choppy
2023-07-26,104047534.24000001,4.047534240000009,154564.2400000058,103892970,choppy
2023-07-27,103219804.24000001,3.21980424000001,154564.2400000058,103065240,choppy
2023-07-28,104272464.24000001,4.2724642400000095,154564.2400000058,104117900,choppy
2023-07-31,106481084.24000001,6.481084240000009,154564.2400000058,106326520,choppy
2023-08-01,107443590.24000001,7.4435902400000105,154564.2400000058,107289026,choppy
2023-08-02,107207774.24000001,7.207774240000009,154564.2400000058,107053210,choppy
2023-08-03,107191324.24000001,7.191324240000009,154564.2400000058,107036760,choppy
2023-08-04,108878584.24000001,8.87858424000001,154564.2400000058,108724020,choppy
2023-08-07,110713404.24000001,10.71340424000001,154564.2400000058,110558840,choppy
2023-08-08,112627360.24000001,12.62736024000001,154564.2400000058,112472796,choppy
2023-08-09,111472110.24000001,11.47211024000001,154564.2400000058,111317546,choppy
2023-08-10,110470434.24000001,10.47043424000001,154564.2400000058,110315870,choppy
2023-08-11,112417954.24000001,12.41795424000001,154564.2400000058,112263390,choppy
2023-08-14,112127374.24000001,12.127374240000009,154564.2400000058,111972810,choppy
2023-08-15,111448200.24000001,11.448200240000011,154564.2400000058,111293636,choppy
2023-08-16,113981314.24000001,13.981314240000009,154564.2400000058,113826750,choppy
2023-08-17,112228504.24000001,12.22850424000001,154564.2400000058,112073940,choppy
2023-08-18,106376214.24000001,6.376214240000009,154564.2400000058,106221650,choppy
2023-08-21,105760214.24000001,5.76021424000001,154564.2400000058,105605650,choppy
2023-08-22,104647134.24000001,4.6471342400000095,154564.2400000058,104492570,choppy
2023-08-23,104180533.24000001,4.18053324000001,154564.2400000058,104025969,choppy
2023-08-24,105718944.24000001,5.71894424000001,154564.2400000058,105564380,choppy
2023-08-25,105479234.24000001,5.47923424000001,154564.2400000058,105324670,choppy
2023-08-28,106727600.24000001,6.727600240000009,154564.2400000058,106573036,choppy
2023-08-29,106070224.24000001,6.070224240000009,154564.2400000058,105915660,choppy
2023-08-30,105839190.24000001,5.8391902400000095,154564.2400000058,105684626,choppy
2023-08-31,106611994.24000001,6.611994240000009,154564.2400000058,106457430,choppy
2023-09-05,107395964.24000001,7.395964240000009,154564.2400000058,107241400,choppy
2023-09-06,107595444.24000001,7.59544424000001,154564.2400000058,107440880,choppy
2023-09-07,107485824.24000001,7.485824240000009,154564.2400000058,107331260,choppy
2023-09-08,106464314.24000001,6.464314240000009,154564.2400000058,106309750,choppy
2023-09-11,106062070.24000001,6.0620702400000095,154564.2400000058,105907506,choppy
2023-09-12,107842504.24000001,7.842504240000009,154564.2400000058,107687940,choppy
2023-09-13,106782694.24000001,6.7826942400000085,154564.2400000058,106628130,choppy
2023-09-14,105067784.24000001,5.06778424000001,154564.2400000058,104913220,choppy
2023-09-15,104078084.24000001,4.07808424000001,154564.2400000058,103923520,choppy
2023-09-18,102281974.24000001,2.2819742400000096,154564.2400000058,102127410,choppy
2023-09-19,101476674.24000001,1.4766742400000095,154564.2400000058,101322110,choppy
2023-09-20,103098104.24000001,3.0981042400000094,154564.2400000058,102943540,choppy
2023-09-21,102041764.24000001,2.0417642400000093,154564.2400000058,101887200,choppy
2023-09-22,99143870.24000001,-0.8561297599999904,154564.2400000058,98989306,choppy
2023-09-25,94294824.24000001,-5.705175759999991,154564.2400000058,94140260,choppy
2023-09-26,93755424.24000001,-6.24457575999999,154564.2400000058,93600860,choppy
2023-09-27,94595804.24000001,-5.404195759999991,154564.2400000058,94441240,choppy
2023-09-28,94493744.24000001,-5.50625575999999,154564.2400000058,94339180,choppy
2023-09-29,95332424.24000001,-4.66757575999999,154564.2400000058,95177860,choppy
2023-10-02,94931114.28000002,-5.068885719999984,138994.2800000161,94792120,choppy
2023-10-03,90836534.28000002,-9.163465719999984,138994.2800000161,90697540,choppy
2023-10-04,91593134.28000002,-8.406865719999985,138994.2800000161,91454140,choppy
2023-10-05,90500364.28000002,-9.499635719999985,138994.2800000161,90361370,choppy
2023-10-06,91750034.28000002,-8.249965719999985,138994.2800000161,91611040,choppy
2023-10-09,91827264.28000002,-8.172735719999984,138994.2800000161,91688270,choppy
2023-10-10,92450314.28000002,-7.549685719999983,138994.2800000161,92311320,choppy
2023-10-11,92442794.28000002,-7.557205719999984,138994.2800000161,92303800,choppy
2023-10-12,92910154.28000002,-7.089845719999984,138994.2800000161,92771160,choppy
2023-10-13,92612794.28000002,-7.387205719999984,138994.2800000161,92473800,choppy
2023-10-16,91471344.28000002,-8.528655719999984,138994.2800000161,91332350,choppy
2023-10-17,90060534.28000002,-9.939465719999983,138994.2800000161,89921540,choppy
2023-10-18,88406324.28000002,-11.593675719999984,138994.2800000161,88267330,choppy
2023-10-19,87044224.28000002,-12.955775719999984,138994.2800000161,86905230,choppy
2023-10-20,89257484.28000002,-10.742515719999984,138994.2800000161,89118490,choppy
2023-10-23,87727764.28000002,-12.272235719999983,138994.2800000161,87588770,choppy
2023-10-24,88591474.28000002,-11.408525719999984,138994.2800000161,88452480,choppy
2023-10-25,89021384.28000002,-10.978615719999985,138994.2800000161,88882390,choppy
2023-10-26,83933874.28000002,-16.066125719999985,138994.2800000161,83794880,choppy
2023-10-27,81492494.28000002,-18.507505719999983,138994.2800000161,81353500,choppy
2023-10-30,80658904.28000002,-19.341095719999984,138994.2800000161,80519910,choppy
2023-10-31,78753824.28000002,-21.246175719999986,138994.2800000161,78614830,choppy
2023-11-01,79147524.28000002,-20.852475719999983,138994.2800000161,79008530,choppy
2023-11-02,82662014.28000002,-17.337985719999985,138994.2800000161,82523020,choppy
2023-11-03,83895764.28000002,-16.104235719999984,138994.2800000161,83756770,choppy
2023-11-06,85168424.28000002,-14.831575719999984,138994.2800000161,85029430,choppy
2023-11-07,83797904.28000002,-16.202095719999985,138994.2800000161,83658910,choppy
2023-11-08,85601954.28000002,-14.398045719999983,138994.2800000161,85462960,choppy
2023-11-09,86881814.28000002,-13.118185719999984,138994.2800000161,86742820,choppy
2023-11-10,86036524.28000002,-13.963475719999984,138994.2800000161,85897530,choppy
2023-11-13,85691274.28000002,-14.308725719999984,138994.2800000161,85552280,choppy
2023-11-14,85858054.28000002,-14.141945719999985,138994.2800000161,85719060,choppy
2023-11-15,87157714.28000002,-12.842285719999985,138994.2800000161,87018720,choppy
2023-11-16,87380364.28000002,-12.619635719999984,138994.2800000161,87241370,choppy
2023-11-17,84381959.28000002,-15.618040719999984,138994.2800000161,84242965,choppy
2023-11-20,84279904.28000002,-15.720095719999986,138994.2800000161,84140910,choppy
2023-11-21,84651349.28000002,-15.348650719999984,138994.2800000161,84512355,choppy
2023-11-22,84466594.28000002,-15.533405719999985,138994.2800000161,84327600,choppy
2023-11-23,82662814.28000002,-17.337185719999983,138994.2800000161,82523820,choppy
2023-11-24,82951854.28000002,-17.048145719999987,138994.2800000161,82812860,choppy
2023-11-27,83397984.28000002,-16.602015719999986,138994.2800000161,83258990,choppy
2023-11-28,84266014.28000002,-15.733985719999986,138994.2800000161,84127020,choppy
2023-11-29,85244274.28000002,-14.755725719999985,138994.2800000161,85105280,choppy
2023-11-30,83981634.28000002,-16.018365719999984,138994.2800000161,83842640,choppy
2023-12-01,84283184.28000002,-15.716815719999985,138994.2800000161,84144190,choppy
2023-12-04,85288654.28000002,-14.711345719999983,138994.2800000161,85149660,choppy
2023-12-05,84357554.28000002,-15.642445719999984,138994.2800000161,84218560,choppy
2023-12-06,84981944.28000002,-15.018055719999984,138994.2800000161,84842950,choppy
2023-12-07,85039744.28000002,-14.960255719999985,138994.2800000161,84900750,choppy
2023-12-08,85983394.28000002,-14.016605719999983,138994.2800000161,85844400,choppy
2023-12-11,87194144.28000002,-12.805855719999984,138994.2800000161,87055150,choppy
2023-12-12,86849884.28000002,-13.150115719999983,138994.2800000161,86710890,choppy
2023-12-13,85902704.28000002,-14.097295719999984,138994.2800000161,85763710,choppy
2023-12-14,85060954.28000002,-14.939045719999983,138994.2800000161,84921960,choppy
2023-12-15,84151944.28000002,-15.848055719999984,138994.2800000161,84012950,choppy
2023-12-18,83427614.28000002,-16.572385719999986,138994.2800000161,83288620,choppy
2023-12-19,83430784.28000002,-16.56921571999998,138994.2800000161,83291790,choppy
2023-12-20,84166804.28000002,-15.833195719999985,138994.2800000161,84027810,choppy
2023-12-21,84201104.28000002,-15.798895719999983,138994.2800000161,84062110,choppy
2023-12-22,83839764.28000002,-16.160235719999985,138994.2800000161,83700770,choppy
2023-12-25,85357404.28000002,-14.642595719999985,138994.2800000161,85218410,choppy
2023-12-26,85756824.28000002,-14.243175719999984,138994.2800000161,85617830,choppy
2023-12-27,85653964.28000002,-14.346035719999984,138994.2800000161,85514970,choppy
2023-12-28,86931334.28000002,-13.068665719999984,138994.2800000161,86792340,choppy
2023-12-29,86994004.28000002,-13.005995719999982,138994.2800000161,86855010,choppy
