date,value,return,cash,holdings_value,regime
2024-07-22,114368233.11999997,14.368233119999976,27063.119999974966,114341170,bull
2024-07-23,114252713.11999997,14.252713119999974,27063.119999974966,114225650,bull
2024-07-24,113937673.11999997,13.937673119999975,27063.119999974966,113910610,bull
2024-07-25,113376233.11999997,13.376233119999975,27063.119999974966,113349170,bull
2024-07-26,113616363.11999997,13.616363119999974,27063.119999974966,113589300,bull
2024-07-29,115039403.11999997,15.039403119999974,27063.119999974966,115012340,bull
2024-07-30,115413573.11999997,15.413573119999974,27063.119999974966,115386510,bull
2024-07-31,117484013.11999997,17.484013119999975,27063.119999974966,117456950,bull
2024-08-01,116722043.11999997,16.722043119999974,27063.119999974966,116694980,bull
2024-08-02,117269553.11999997,17.269553119999976,27063.119999974966,117242490,bull
2024-08-05,113501983.11999997,13.501983119999975,27063.119999974966,113474920,bull
2024-08-06,116066363.11999997,16.066363119999973,27063.119999974966,116039300,bull
2024-08-07,116540783.11999997,16.540783119999976,27063.119999974966,116513720,bull
2024-08-08,115114103.11999997,15.114103119999974,27063.119999974966,115087040,bull
2024-08-09,116252810.11999997,16.252810119999975,27063.119999974966,116225747,bull
2024-08-12,115849463.11999997,15.849463119999974,27063.119999974966,115822400,bull
2024-08-13,116476293.11999997,16.476293119999973,27063.119999974966,116449230,bull
2024-08-14,115971663.11999997,15.971663119999974,27063.119999974966,115944600,bull
2024-08-15,115361493.11999997,15.361493119999976,27063.119999974966,115334430,bull
2024-08-16,116107553.11999997,16.107553119999977,27063.119999974966,116080490,bull
2024-08-19,118033333.11999997,18.033333119999977,27063.119999974966,118006270,bull
2024-08-20,118614273.11999997,18.614273119999975,27063.119999974966,118587210,bull
2024-08-21,119792993.11999997,19.792993119999974,27063.119999974966,119765930,bull
2024-08-22,118453543.11999997,18.453543119999974,27063.119999974966,118426480,bull
2024-08-23,119255373.11999997,19.255373119999973,27063.119999974966,119228310,bull
2024-08-26,118142233.11999997,18.142233119999975,27063.119999974966,118115170,bull
2024-08-27,117647830.11999997,17.647830119999973,27063.119999974966,117620767,bull
2024-08-28,117644930.11999997,17.644930119999973,27063.119999974966,117617867,bull
2024-08-29,117438010.11999997,17.438010119999976,27063.119999974966,117410947,bull
2024-08-30,117637350.11999997,17.637350119999976,27063.119999974966,117610287,bull
2024-09-04,117207593.11999997,17.207593119999977,27063.119999974966,117180530,bull
2024-09-05,116768093.11999997,16.768093119999975,27063.119999974966,116741030,bull
2024-09-06,117697173.11999997,17.697173119999977,27063.119999974966,117670110,bull
2024-09-09,117615853.11999997,17.615853119999976,27063.119999974966,117588790,bull
2024-09-10,116537453.11999997,16.537453119999977,27063.119999974966,116510390,bull
2024-09-11,116352583.11999997,16.352583119999974,27063.119999974966,116325520,bull
2024-09-12,116588663.11999997,16.588663119999975,27063.119999974966,116561600,bull
2024-09-13,115565353.11999997,15.565353119999974,27063.119999974966,115538290,bull
2024-09-16,114356813.11999997,14.356813119999975,27063.119999974966,114329750,bull
2024-09-17,116465083.11999997,16.465083119999974,27063.119999974966,116438020,bull
2024-09-18,116445150.11999997,16.445150119999973,27063.119999974966,116418087,bull
2024-09-19,116858940.11999997,16.858940119999975,27063.119999974966,116831877,bull
2024-09-20,116639393.11999997,16.639393119999976,27063.119999974966,116612330,bull
2024-09-23,116964503.11999997,16.964503119999975,27063.119999974966,116937440,bull
2024-09-24,117206040.11999997,17.206040119999972,27063.119999974966,117178977,bull
2024-09-25,117963853.11999997,17.963853119999975,27063.119999974966,117936790,bull
2024-09-26,118289120.11999997,18.289120119999975,27063.119999974966,118262057,bull
2024-09-27,118471960.11999997,18.471960119999974,27063.119999974966,118444897,bull
2024-09-30,117180076.03999999,17.180076039999992,156786.03999999166,117023290,choppy
2024-10-01,117810286.03999999,17.810286039999994,156786.03999999166,117653500,choppy
2024-10-02,117096226.03999999,17.096226039999994,156786.03999999166,116939440,choppy
2024-10-03,116789246.03999999,16.78924603999999,156786.03999999166,116632460,choppy
2024-10-04,116364766.03999999,16.364766039999992,156786.03999999166,116207980,choppy
2024-10-07,116193376.03999999,16.19337603999999,156786.03999999166,116036590,choppy
2024-10-08,116451726.03999999,16.451726039999993,156786.03999999166,116294940,choppy
2024-10-09,117667236.03999999,17.66723603999999,156786.03999999166,117510450,choppy
2024-10-10,119270876.03999999,19.270876039999994,156786.03999999166,119114090,choppy
2024-10-11,119306556.03999999,19.306556039999993,156786.03999999166,119149770,choppy
2024-10-14,118691886.03999999,18.691886039999993,156786.03999999166,118535100,choppy
2024-10-15,119169386.03999999,19.169386039999992,156786.03999999166,119012600,choppy
2024-10-16,119242406.03999999,19.24240603999999,156786.03999999166,119085620,choppy
2024-10-17,119744896.03999999,19.744896039999993,156786.03999999166,119588110,choppy
2024-10-18,119390966.03999999,19.39096603999999,156786.03999999166,119234180,choppy
2024-10-21,118413506.03999999,18.41350603999999,156786.03999999166,118256720,choppy
2024-10-22,117115756.03999999,17.11575603999999,156786.03999999166,116958970,choppy
2024-10-23,116944806.03999999,16.94480603999999,156786.03999999166,116788020,choppy
2024-10-24,116485646.03999999,16.485646039999992,156786.03999999166,116328860,choppy
2024-10-25,115715966.03999999,15.715966039999993,156786.03999999166,115559180,choppy
2024-10-28,116248806.03999999,16.24880603999999,156786.03999999166,116092020,choppy
2024-10-29,116529356.03999999,16.529356039999993,156786.03999999166,116372570,choppy
2024-10-30,116433646.03999999,16.433646039999992,156786.03999999166,116276860,choppy
2024-10-31,116390406.03999999,16.39040603999999,156786.03999999166,116233620,choppy
