date,value,return
2022-01-01,100000000.0,0.0
2022-01-03,100000000.0,0.0
2022-01-04,99606236.0,-0.39376399999999645
2022-01-05,94398236.0,-5.6017639999999975
2022-01-06,90226236.0,-9.773763999999996
2022-01-07,90338236.0,-9.661763999999994
2022-01-10,90338236.0,-9.661763999999994
2022-01-11,85074236.0,-14.925763999999997
2022-01-12,85074236.0,-14.925763999999997
2022-01-13,85018236.0,-14.981763999999998
2022-01-14,85018236.0,-14.981763999999998
2022-01-17,83394236.0,-16.605764
2022-01-18,83450236.0,-16.549764
2022-01-19,86579236.0,-13.420763999999997
2022-01-20,87559236.0,-12.440764000000005
2022-01-21,88602236.0,-11.397763999999999
2022-01-24,83975236.0,-16.024764
2022-01-25,89764236.0,-10.235764000000003
2022-01-26,86292236.0,-13.707764000000001
2022-01-27,83394236.0,-16.605764
2022-01-28,83975236.0,-16.024764
2022-01-31,83975236.0,-16.024764
2022-02-01,83975236.0,-16.024764
2022-02-02,83975236.0,-16.024764
2022-02-03,83975236.0,-16.024764
2022-02-04,83975236.0,-16.024764
2022-02-07,86810236.0,-13.189764000000004
2022-02-08,85417236.0,-14.582764000000005
2022-02-09,86061236.0,-13.938764000000003
2022-02-10,87797236.0,-12.202763999999998
2022-02-11,87909236.0,-12.090763999999998
2022-02-14,88952236.0,-11.047764000000004
2022-02-15,94104236.0,-5.895764000000003
2022-02-16,92717536.0,-7.282463999999999
2022-02-17,95553236.0,-4.4467640000000035
2022-02-18,95728236.0,-4.271764
2022-02-21,93985236.0,-6.014763999999994
2022-02-22,92367536.0,-7.632464000000006
2022-02-23,92192536.0,-7.807463999999998
2022-02-24,93530236.0,-6.469764
2022-02-25,92662236.0,-7.337764000000002
2022-02-28,91500236.0,-8.499763999999999
2022-03-01,91794236.0,-8.205764000000004
2022-03-02,92074236.0,-7.925764000000002
2022-03-03,93292236.0,-6.7077640000000045
2022-03-04,94573236.0,-5.426763999999995
2022-03-07,92774236.0,-7.225764000000002
2022-03-08,93117236.0,-6.882763999999996
2022-03-09,91206236.0,-8.793764000000003
2022-03-10,88028236.0,-11.971763999999997
2022-03-11,83681236.0,-16.318763999999998
2022-03-14,79978236.0,-20.021763999999997
2022-03-15,82869236.0,-17.130764
2022-03-16,82519236.0,-17.480764000000004
2022-03-17,81077236.0,-18.922764000000004
2022-03-18,80328236.0,-19.671764000000003
2022-03-21,85130236.0,-14.869763999999996
2022-03-22,87160236.0,-12.839763999999999
2022-03-23,86292236.0,-13.707764000000001
2022-03-24,86061236.0,-13.938764000000003
2022-03-25,85942236.0,-14.057763999999995
2022-03-28,85473236.0,-14.526764000000004
2022-03-29,84549236.0,-15.450763999999994
2022-03-30,84549236.0,-15.450763999999994
2022-03-31,83506236.0,-16.493764
2022-04-01,85998236.0,-14.001764000000005
2022-04-04,87344484.0,-12.655516
2022-04-05,87119484.0,-12.880515999999997
2022-04-06,90194484.0,-9.805516000000003
2022-04-07,90419484.0,-9.580515999999994
2022-04-08,86714484.0,-13.285515999999998
2022-04-11,86714484.0,-13.285515999999998
2022-04-12,87734484.0,-12.265515999999998
2022-04-13,91814484.0,-8.185516000000003
2022-04-14,92954484.0,-7.045515999999996
2022-04-15,91724484.0,-8.275516000000005
2022-04-18,92114484.0,-7.8855160000000035
2022-04-19,89414484.0,-10.585515999999995
2022-04-20,89414484.0,-10.585515999999995
2022-04-21,89414484.0,-10.585515999999995
2022-04-22,88724484.0,-11.275515999999996
2022-04-25,82814484.0,-17.185516
2022-04-26,83504484.0,-16.495516
2022-04-27,82484484.0,-17.515515999999998
2022-04-28,84419484.0,-15.580516
2022-04-29,84029484.0,-15.970516000000002
2022-05-02,84029484.0,-15.970516000000002
2022-05-03,84029484.0,-15.970516000000002
2022-05-04,83654484.0,-16.345516000000003
2022-05-05,83819484.0,-16.180516
2022-05-06,80324484.0,-19.675516000000005
2022-05-09,75584484.0,-24.415516000000004
2022-05-10,78944484.0,-21.055515999999997
2022-05-11,81644484.0,-18.355516000000005
2022-05-12,76799484.0,-23.200516000000004
2022-05-13,75269484.0,-24.730516
2022-05-16,74969484.0,-25.030516000000002
2022-05-17,79964484.0,-20.035515999999998
2022-05-18,78419484.0,-21.580516000000006
2022-05-19,77894484.0,-22.105516
2022-05-20,78269484.0,-21.730516
2022-05-23,77504484.0,-22.495516000000006
2022-05-24,78794484.0,-21.205516000000003
2022-05-25,84029484.0,-15.970516000000002
2022-05-26,84494484.0,-15.505515999999997
2022-05-27,89279484.0,-10.720516000000002
2022-05-30,88889484.0,-11.110516000000004
2022-05-31,87824484.0,-12.175515999999998
2022-06-01,89279484.0,-10.720516000000002
2022-06-02,89039484.0,-10.960515999999998
2022-06-03,90974484.0,-9.025516
2022-06-06,90194484.0,-9.805516000000003
2022-06-07,92204484.0,-7.795516000000003
2022-06-08,91724484.0,-8.275516000000005
2022-06-09,91964484.0,-8.035515999999998
2022-06-10,87899484.0,-12.100515999999995
2022-06-13,83564484.0,-16.435515999999993
2022-06-14,86279484.0,-13.720516000000005
2022-06-15,87584484.0,-12.415516000000004
2022-06-16,88979484.0,-11.020516000000002
2022-06-17,88979484.0,-11.020516000000002
2022-06-20,88979484.0,-11.020516000000002
2022-06-21,86279484.0,-13.720516000000005
2022-06-22,81989484.0,-18.010516
2022-06-23,82919484.0,-17.080516000000003
2022-06-24,82919484.0,-17.080516000000003
2022-06-27,83849484.0,-16.150516000000003
2022-06-28,86834484.0,-13.165516
2022-06-29,87119484.0,-12.880515999999997
2022-06-30,83564484.0,-16.435515999999993
2022-07-01,85244484.0,-14.755516000000002
2022-07-04,84029484.0,-15.970516000000002
2022-07-05,82814484.0,-17.185516
2022-07-06,80428324.0,-19.571676000000004
2022-07-07,82828324.0,-17.171676
2022-07-08,84348324.0,-15.651676000000004
2022-07-11,82428324.0,-17.571676000000004
2022-07-12,82028324.0,-17.971676000000002
2022-07-13,81228324.0,-18.771676000000003
2022-07-14,82428324.0,-17.571676000000004
2022-07-15,81388324.0,-18.611676
2022-07-18,82508324.0,-17.491676000000002
2022-07-19,82028324.0,-17.971676000000002
2022-07-20,82828324.0,-17.171676
2022-07-21,84828324.0,-15.171676000000001
2022-07-22,87228324.0,-12.771676
2022-07-25,87308324.0,-12.691675999999996
2022-07-26,88428324.0,-11.571675999999997
2022-07-27,88348324.0,-11.651676
2022-07-28,88348324.0,-11.651676
2022-07-29,85308324.0,-14.691675999999998
2022-08-01,87948324.0,-12.051676
2022-08-02,86828324.0,-13.171675999999998
2022-08-03,88428324.0,-11.571675999999997
2022-08-04,86748324.0,-13.251676000000002
2022-08-05,84028324.0,-15.971676000000002
2022-08-08,84268324.0,-15.731676000000006
2022-08-09,84588324.0,-15.411675999999996
2022-08-10,85068324.0,-14.931676000000005
2022-08-11,85868324.0,-14.131676000000004
2022-08-12,86188324.0,-13.811675999999995
2022-08-15,87228324.0,-12.771676
2022-08-16,87628324.0,-12.371675999999997
2022-08-17,89468324.0,-10.531676000000001
2022-08-18,90028324.0,-9.971675999999995
2022-08-19,90028324.0,-9.971675999999995
2022-08-22,89868324.0,-10.131676
2022-08-23,90508324.0,-9.491676000000005
2022-08-24,89948324.0,-10.051675999999999
2022-08-25,90668324.0,-9.331676
2022-08-26,90188324.0,-9.811676000000002
2022-08-29,90188324.0,-9.811676000000002
2022-08-30,91388324.0,-8.611676000000001
2022-08-31,92028324.0,-7.971676000000006
2022-09-01,92028324.0,-7.971676000000006
2022-09-02,92028324.0,-7.971676000000006
2022-09-05,92828324.0,-7.171676000000005
2022-09-06,92428324.0,-7.571676000000005
2022-09-07,90028324.0,-9.971675999999995
2022-09-08,92428324.0,-7.571676000000005
2022-09-09,93308324.0,-6.691676000000002
2022-09-12,92428324.0,-7.571676000000005
2022-09-13,91628324.0,-8.371675999999994
2022-09-14,90028324.0,-9.971675999999995
2022-09-15,90028324.0,-9.971675999999995
2022-09-16,90668324.0,-9.331676
2022-09-19,90428324.0,-9.571675999999997
2022-09-20,91068324.0,-8.931676
2022-09-21,90028324.0,-9.971675999999995
2022-09-22,88428324.0,-11.571675999999997
2022-09-23,87308324.0,-12.691675999999996
2022-09-26,86588324.0,-13.411675999999995
2022-09-27,86588324.0,-13.411675999999995
2022-09-28,82108324.0,-17.891676
2022-09-29,80428324.0,-19.571676000000004
2022-09-30,79628324.0,-20.371676000000004
2022-10-03,75628324.0,-24.371675999999997
2022-10-04,72539200.0,-27.460799999999995
2022-10-05,72998200.0,-27.0018
2022-10-06,70416200.0,-29.583800000000004
2022-10-07,66617200.0,-33.3828
2022-10-10,65398200.0,-34.601800000000004
2022-10-11,63561200.0,-36.43880000000001
2022-10-12,65089200.0,-34.910799999999995
2022-10-13,65398200.0,-34.601800000000004
2022-10-14,66319200.0,-33.6808
2022-10-17,65410200.0,-34.589800000000004
2022-10-18,67312200.0,-32.6878
2022-10-19,66611200.0,-33.388799999999996
2022-10-20,67357200.0,-32.64280000000001
2022-10-21,64594200.0,-35.4058
2022-10-24,63794200.0,-36.205799999999996
2022-10-25,65628200.0,-34.37179999999999
2022-10-26,66882200.0,-33.117799999999995
2022-10-27,69746200.0,-30.2538
2022-10-28,70061200.0,-29.9388
2022-10-31,71655200.0,-28.344800000000003
2022-11-01,72811200.0,-27.1888
2022-11-02,69909200.0,-30.090799999999994
2022-11-03,71354200.0,-28.645799999999998
2022-11-04,70320200.0,-29.6798
